Document Title,Authors,DOI,Link
A quantum based evolutionary algorithm for stock index and bitcoin price forecasting,Amjad U.; Jilani T.A.; Tariq H.; Hussain A.,10.14569/ijacsa.2018.090917,https://www.scopus.com/pages/publications/85061430637?origin=resultslist
Rule weight tuned fuzzy controller for robot manipulator using quantum inspired firefly algorithm,Manju A.; Monasubramaniam A.,10.1007/978-81-322-2119-7_12,https://www.scopus.com/pages/publications/84911871466?origin=resultslist
Reversible Effects as Inverse Arrows,Heunen C.; Kaarsgaard R.; Karvonen M.,10.1016/j.entcs.2018.11.009,https://www.scopus.com/pages/publications/85058019859?origin=resultslist
Qrdpso: A new optimization method for swarm robot searching and obstacle avoidance in dynamic environments,Mehiar D.A.F.; Azizul Z.H.; Loo C.K.,10.32604/iasc.2020.013921,https://www.scopus.com/pages/publications/85090515117?origin=resultslist
A Robot SLAM Improved by Quantum-Behaved Particles Swarm Optimization,Zuo T.; Min H.; Tang Q.; Tao Q.,10.1155/2018/1596080,https://www.scopus.com/pages/publications/85047730449?origin=resultslist
Security and privacy in the internet of things: Computational intelligent techniques-based approaches,Chanal P.M.; Kakkasageri M.S.; Manvi S.K.S.,10.1016/B978-0-12-822844-9.00009-8,https://www.scopus.com/pages/publications/85127658245?origin=resultslist
"Quantum robotics, neural networks and the quantum force interpretation",Gonçalves C.P.,10.14704/nq.2019.17.02.1969,https://www.scopus.com/pages/publications/85066766674?origin=resultslist
"19th International Conference on Practical Applications of Agents and Multi-Agent Systems, PAAMS 2021",,,https://www.scopus.com/pages/publications/85116324806?origin=resultslist
Torque modulation in rotating-blade systems using a novel magnetic arrangement,Kumar N.; Ghose T.; Neogi N.,10.1109/ICCICCT.2016.7987960,https://www.scopus.com/pages/publications/85028653484?origin=resultslist
Security of robot wireless network remote control system,Lin Y.; Mi D.,,https://www.scopus.com/pages/publications/85040363933?origin=resultslist
Quantum Annealing Based Optimization of Robotic Movement in Manufacturing,Mehta A.; Muradi M.; Woldetsadick S.,10.1007/978-3-030-14082-3_12,https://www.scopus.com/pages/publications/85064039046?origin=resultslist
An Intelligent Method for Moving Object Detection,Mohanty M.N.; Rout S.,10.1007/978-81-322-2009-1_39,https://www.scopus.com/pages/publications/84906877209?origin=resultslist
A Robot Path Planning Algorithm Based on Improved QPSO,Hu Z.; Sun L.; Zhang Y.; Bao H.,10.19678/j.issn.1000-3428.0049070,https://www.scopus.com/pages/publications/85104675645?origin=resultslist
Precise Optimization of Robotic Bipedal Walking Using Hamiltonian Dynamics,Carnier R.M.; Fujimoto Y.,10.1109/ISIE45063.2020.9152262,https://www.scopus.com/pages/publications/85089491727?origin=resultslist
Periodic kernel approximation by index set Fourier series features,Tompkins A.; Ramos F.,,https://www.scopus.com/pages/publications/85084012926?origin=resultslist
Microchip capillary electrophoresis: Quantum dots and paramagnetic particles for bacteria immunoseparation: Rapid superparamagnetic-beads-based automated immunoseparation of Zn-proteins from staphylococcus aureus with nanogram yield,Krizkova S.; Nguyen H.V.; Stanisavljevic M.; Kopel P.; Vaculovicova M.; Adam V.; Kizek R.,10.1007/978-1-4939-2353-3_6,https://www.scopus.com/pages/publications/84922896720?origin=resultslist
Quantum structure for modelling emotion space of robots,Yan F.; Iliyasu A.M.; Jiao S.; Yang H.,10.3390/app9163351,https://www.scopus.com/pages/publications/85070884304?origin=resultslist
"Astrovirology, astrobiology, artificial intelligence: Extra-solar system investigations",Shapshak P.,10.1007/978-3-030-29022-1_20,https://www.scopus.com/pages/publications/85085432252?origin=resultslist
BTDI detector technology for reconnaissance application,Hilbert S.; Eckardt A.; Krutz D.,10.1117/12.2304169,https://www.scopus.com/pages/publications/85050746380?origin=resultslist
Development of an anthropomorphic gripping manipulator: Tactile sensor system,Krechetov I.V.; Skvortsov A.A.; Lavrikov P.S.,10.17485/ijst/2016/v9i42/104216,https://www.scopus.com/pages/publications/84997050533?origin=resultslist
"(Computational) Context: Why it's important, what it means, can it be computed?",Lawless W.F.; Mittu R.; Sofge D.,,https://www.scopus.com/pages/publications/85028718482?origin=resultslist
Kinematics parameters identification for IRB 1400 using improved quantum behaved particle swarm optimization,Wang F.; Wang Y.; Li J.; Fang W.,10.1007/978-3-662-49831-6_91,https://www.scopus.com/pages/publications/84978252660?origin=resultslist
Big data quantum private comparison with the intelligent third party,Tan X.; Zhang X.; Li J.,10.1007/s12652-015-0297-4,https://www.scopus.com/pages/publications/84947065463?origin=resultslist
Nanocomposite-based microstructured piezoresistive pressure sensors for low-pressure measurement range,Mitrakos V.; Hands P.J.W.; Cummins G.; Macintyre L.; Denison F.C.; Flynn D.; Desmulliez M.P.Y.,10.3390/mi9020043,https://www.scopus.com/pages/publications/85041550155?origin=resultslist
A wrinkled Ag/CNTs-PDMS composite film for a high-performance flexible sensor and its applications in human-body single monitoring,Yang Y.; Luo C.; Jia J.; Sun Y.; Fu Q.; Pan C.,10.3390/nano9060850,https://www.scopus.com/pages/publications/85068443416?origin=resultslist
"Rationality, cognitive bias, and artificial intelligence: a structural perspective on quantum cognitive science",Maruyama Y.,10.1007/978-3-030-49183-3_14,https://www.scopus.com/pages/publications/85088514792?origin=resultslist
The Inverse Solution Algorithm and Trajectory Error Analysis of Robotic Arm Based on MQACA-RBF Network,Cheng X.; Zhao M.,10.1155/2020/7807952,https://www.scopus.com/pages/publications/85081157972?origin=resultslist
On Enterprise Information Systems and Cyber Threats: Some Pentagon's Shortcomings and Newer Initiatives,Sneps-Sneppe M.; Sukhomlin V.; Namiot D.,10.1109/ICUMT48472.2019.8970991,https://www.scopus.com/pages/publications/85079098794?origin=resultslist
Design and Validation of Two-Stage Motion Control System for By-Air Quantum Key Distribution∗,Artemov K.; Kolyubin S.,10.1109/NIR50484.2020.9290198,https://www.scopus.com/pages/publications/85103262724?origin=resultslist
Effect of graphene quantum dot size on plant growth,Xu Y.; Lu Y.; Li J.; Liu R.; Zhu X.,10.1039/d0nr01913e,https://www.scopus.com/pages/publications/85088610188?origin=resultslist
A coalition formation algorithm for Multi-Robot Task Allocation in large-scale natural disasters,Mouradian C.; Sahoo J.; Glitho R.H.; Morrow M.J.; Polakos P.A.,10.1109/IWCMC.2017.7986575,https://www.scopus.com/pages/publications/85027887045?origin=resultslist
Which random is the best random? A study on sampling methods in Fourier surrogate modeling,Nobile M.S.; Spolaor S.; Cazzaniga P.; Papetti D.M.; Besozzi D.; Ashlock D.A.; Manzoni L.,10.1109/CEC48606.2020.9185815,https://www.scopus.com/pages/publications/85092045938?origin=resultslist
A review on economic emission dispatch problems using quantum computational intelligence,Mahdi F.P.; Vasant P.; Kallimani V.; Abdullah-Al-Wadud M.,10.1063/1.4968051,https://www.scopus.com/pages/publications/85006048070?origin=resultslist
"3rd Maple Conference, MC 2019",,,https://www.scopus.com/pages/publications/85082100935?origin=resultslist
Preface: Intelligent & autonomous enterprise,Hofmann M.; Meinzer S.,10.1007/978-3-662-49275-8_51,https://www.scopus.com/pages/publications/85037977763?origin=resultslist
Fully Stretchable Optoelectronic Sensors Based on Colloidal Quantum Dots for Sensing Photoplethysmographic Signals,Kim T.-H.; Lee C.-S.; Kim S.; Hur J.; Lee S.; Shin K.W.; Yoon Y.-Z.; Choi M.K.; Yang J.; Kim D.-H.; Hyeon T.; Park S.; Hwang S.,10.1021/acsnano.7b01894,https://www.scopus.com/pages/publications/85021405733?origin=resultslist
Motion Planning for Dual-Arm Space Robot Towards Capturing Target Satellite and Keeping the Base Inertially Fixed,Chen X.; Qin S.,10.1109/ACCESS.2018.2831923,https://www.scopus.com/pages/publications/85046376427?origin=resultslist
"2nd International Congress on Information and Communication Technology, ICICT 2016",,,https://www.scopus.com/pages/publications/85031762172?origin=resultslist
Preservation of Traffic Liveness in MPC Schemes for Guidepath-based Transport Systems,Reveliotis S.,10.1109/COASE.2018.8560478,https://www.scopus.com/pages/publications/85059981718?origin=resultslist
Testing a novel isokinetic dynamometer constructed using a 1080 Quantum,Whinton A.K.; Thompson K.M.A.; Power G.A.; Burr J.F.,10.1371/journal.pone.0201179,https://www.scopus.com/pages/publications/85051414053?origin=resultslist
Advancing utilization of the moon through cryogenic technologies,Caminero A.D.F.; Thangavelautham J.,,https://www.scopus.com/pages/publications/85127281443?origin=resultslist
AIR-Chem: Authentic Intelligent Robotics for Chemistry,Li J.; Lu Y.; Xu Y.; Liu C.; Tu Y.; Ye S.; Liu H.; Xie Y.; Qian H.; Zhu X.,10.1021/acs.jpca.8b10680,https://www.scopus.com/pages/publications/85056726647?origin=resultslist
Design of a Cyber-Physical Demonstration Using STEAM: Superconducting Chaotic Robots,Tangsuknirundorn P.; Sooraksa P.; Sooraksa P.,10.1109/ICSEC.2017.8443875,https://www.scopus.com/pages/publications/85053455581?origin=resultslist
A hybrid background subtraction and Artificial Neural Networks for movement recognition in memorizing Quran,Prabuwono A.S.; Maula I.; Usino W.; Bramantoro A.,10.14569/IJACSA.2018.091033,https://www.scopus.com/pages/publications/85057223778?origin=resultslist
TuD1.3-Photodetectors with photon-Trapping surface nanostructures for short range LIDAR systems,Bartolo-Perez C.; Ghandiparsi S.; Mayet A.S.; Cansizoglu H.; Gao Y.; Ponizovskaya-Devine E.; Dhar N.; Wang S.-Y.; Islam M.S.,10.1109/PHOSST.2019.8794956,https://www.scopus.com/pages/publications/85071663766?origin=resultslist
An improved nonstationary fuzzy system approach versus type-2 fuzzy system for the lifting motion control with human-in-the-loop simulation,Karakose M.,10.2991/ijcis.11.1.14,https://www.scopus.com/pages/publications/85042872909?origin=resultslist
Control architecture of a remotely controlled vehicle in extreme CBRNE conditions,Selek A.; Juric D.; Cirjak A.; Maric F.; Seder M.; Markovic I.; Petrovic I.,10.1109/EDPE.2019.8883932,https://www.scopus.com/pages/publications/85074651512?origin=resultslist
"10th International Conference on Robotic, Vision, Signal Processing and Power Applications, ROVISP 2018",,,https://www.scopus.com/pages/publications/85064613773?origin=resultslist
"Chaotic quantum double delta swarm algorithm using Chebyshev maps: Theoretical foundations, performance analyses and convergence issues","Sengupta S.; Basak S.; Peters R.A., II",10.3390/jsan8010009,https://www.scopus.com/pages/publications/85060517987?origin=resultslist
On-line scheduling of cluster tools based on hybrid quantum evolutionary algorithm,Li L.; Lu R.,10.1109/ICInfA.2015.7279716,https://www.scopus.com/pages/publications/84959883110?origin=resultslist
Characterization of the Repeatability and Sensitivity of the Quantum Tunneling Composites,Dhote S.; Behdinan K.; Bian J.,10.1109/IFETC.2018.8583857,https://www.scopus.com/pages/publications/85060726078?origin=resultslist
Quantum particle swarm optimization for multilevel thresholding-based image segmentation on dental X-ray images,Mahdi F.P.; Kobashi S.,10.1109/SCIS-ISIS.2018.00181,https://www.scopus.com/pages/publications/85067101972?origin=resultslist
Information conservational yinyang bipolar quantum-fuzzy cognitive maps - Mapping business data to business intelligence,Zhang W.-R.,10.1109/FUZZ-IEEE.2016.7737977,https://www.scopus.com/pages/publications/85006826944?origin=resultslist
On the state liveness of some classes of guidepath-based transport systems and its computational complexity,Reveliotis S.,10.1016/j.automatica.2019.108777,https://www.scopus.com/pages/publications/85076862129?origin=resultslist
A hybrid quantum evolutionary algorithm with improved decoding scheme for a robotic flow shop scheduling problem,Lei W.; Manier H.; Manier M.-A.; Wang X.,10.1155/2017/3064724,https://www.scopus.com/pages/publications/85018990025?origin=resultslist
Fundamental pattern and consciousness,Gin J.,,https://www.scopus.com/pages/publications/84991486025?origin=resultslist
Fuzzy Logic Behavior of Quantum-Controlled Braitenberg Vehicle Agents,Cunha R.A.F.; Sharma N.; Toffano Z.; Dubois F.,10.1007/978-3-030-35895-2_8,https://www.scopus.com/pages/publications/85077768034?origin=resultslist
Multifingered robot hand dynamic grasping control based on fingertip three-axis tactile sensor feedback,Zhang T.; Fan S.; Zhao J.; Jiang L.; Liu H.,10.1109/WCICA.2014.7053265,https://www.scopus.com/pages/publications/84932158783?origin=resultslist
Journal of Physics: Conference Series,,,https://www.scopus.com/pages/publications/85051381663?origin=resultslist
The Fourth Industrial Revolution: Will it change pharmacy practice?,Baines D.; Nørgaard L.S.; Babar Z.-U.-D.; Rossing C.,10.1016/j.sapharm.2019.04.003,https://www.scopus.com/pages/publications/85064387493?origin=resultslist
"2015 2nd Asia-Pacific World Congress on Computer Science and Engineering, APWC on CSE 2015",,,https://www.scopus.com/pages/publications/84973904195?origin=resultslist
"Evolving Connectionist Systems for Adaptive Learning and Pattern Recognition: From Neuro-Fuzzy-, to Spiking-and Neurogenetic",Kasabov N.,10.1142/9789814675017_0011,https://www.scopus.com/pages/publications/85130883686?origin=resultslist
Proceedings of SPIE - The International Society for Optical Engineering,,,https://www.scopus.com/pages/publications/85023204875?origin=resultslist
